처분일자,교부번호,업소명,소재지도로명,소재지지번,지도점검일자,처분명,법적근거,위반내용
20060719,20050069218,조개구이,"서울특별시 마포구 월드컵로10길 5-5, (서교동,1층)",서울특별시 마포구 서교동  476번지 17호  1층,20060616,영업정지7일갈음과징금84만원부과,"식품위생법제21조,제58조,제65조",영업장무단확장영업
20060719,19960069258,상하이객잔,"서울특별시 마포구 어울마당로 129, (동교동,1,2,3층)","서울특별시 마포구 동교동  164번지 8호  1,2,3층",20060609,영업정지7일갈음 과징금196만원부과,"식품위생법제21조,제58조,제65조",영업장무단확장영업
20060719,20050069119,천사,"서울특별시 마포구 양화로19길 24, (동교동,1층)",서울특별시 마포구 동교동  153번지 7호  1층,20060505,영업정지15일(2006.7.22.-8.5.까지),"식품위생법제31조1항,제58조",유흥접객원고용및접객행위영업
20060719,20060069472,우리바다수산,"서울특별시 마포구 독막로 89, (상수동,1층)",서울특별시 마포구 상수동  309번지 6호  1층,20060607,영업정지10일갈음과징금80만원부과,"식품위생법제21조,제58조,제65조",영업장무단확장영업
20060720,20040070656,오늘은 내가 쏜다,,서울특별시 마포구 용강동  40번지 1호  1층,20060627,영업정지4일(2006.7.29-8.1.까지),"식품위생법제21조,제58조",영업장무단확장영업
20060728,20050069264,삼거리포장마차,"서울특별시 마포구 와우산로 70, (서교동,1층)",서울특별시 마포구 서교동  361번지 12호  1층,20060621,영업정지7일갈음과징금308만원부과,"식품위생법제21조,제58조",영업장무단확장영업
20060808,20040070433,제주바당,"서울특별시 마포구 토정로35길 11, (용강동,1층)",서울특별시 마포구 용강동  67번지 1호  1층,20060703,영업정지7일갈으과징금476만원부과,"식품위생법제21조,제58조",영업장무단확장영업
20060814,19940069788,안동장,"서울특별시 마포구 성미산로 122, (연남동,1층)",서울특별시 마포구 연남동  504번지 32호  1층,20060703,과태료부과(20만원부과),"식품위생법제3조,제78조",식품등위생적취급에관한기준위반[비위생적관리]
20060814,20050069221,유투,"서울특별시 마포구 와우산로21길 10, (서교동,2층)",서울특별시 마포구 서교동  358번지 34호  2층,20060713,영업정지15일(2006.9.1.-9.15.까지),"식품위생법제31조,제58조",유통기한경과제품조리및판매목적보관영업
20060817,20030069931,화로사랑홍대점,"서울특별시 마포구 와우산로17길 22, (서교동,1층)",서울특별시 마포구 서교동  407번지 17호  1층,20060713,영업정지7일갈음과징금140만원부과,"식품위생법제21조,제58조",영업장무단확장영업
20060821,20020069362,보드람치킨,"서울특별시 마포구 홍익로6길 38, (동교동)",서울특별시 마포구 동교동  164번지 17호  ,20060706,영업정지7일갈음과징금80만원부과,"식품위생법제21조,제58조",영업장무단확장영업
20060901,19970069649,해프닝,"서울특별시 마포구 만리재옛길 103, (아현동)",서울특별시 마포구 아현동  407번지 1호  ,20060610,영업정지2월(2006. 9.20.-2006.11.19.까지),"식품위생법제31조,제58조",청소년주류제공영업
20060919,20020069600,지우,"서울특별시 마포구 월드컵로36길 34-7, (성산동,지층1,1층,2층,3층)","서울특별시 마포구 성산동  174번지 2호  지층1,1층,2층,3층",20060731,과태료부과(20만원),"식품위생법제3조,제78조",식품등위생적취급에관한기준위반[비위생적관리]
20060921,19990069999,뚝딱뚝딱,"서울특별시 마포구 신촌로16길 8, (노고산동,1,2층)","서울특별시 마포구 노고산동  49번지 50호  1,2층",20060809,영업정지7일(2006.10.3.~2006.10.9.까지),"식품위생법제21조,제58조",영업장무단확장영업
20060928,19970069139,바클레오,"서울특별시 마포구 와우산로21길 4, 6층동 (서교동)",서울특별시 마포구 서교동  358번지 30호 6층 ,20050708,영업정지3월갈음과징금1800만원부과,"식품위생법제31조2항,제58조,제65조",청소년고용영업
20061002,20060069026,연탄불소금구이,,서울특별시 마포구 망원동  453번지 7호  1층13호,20060816,영업정지7일(2006.10.3.-10.9.까지),"식품위생법제21조,제58조",영업장무단확장영업1차
20061013,19930069999,촛불,"서울특별시 마포구 신촌로 262, (아현동)",서울특별시 마포구 아현동  330번지 5호  ,20060907,과태료부과(50만원),법제44조 영업자 준수사항 위반,유흥접객행위(1차2회)
20061013,20030069207,한국피자헛(주)마포역점,"서울특별시 마포구 마포대로 44, (도화동,1층,2층)","서울특별시 마포구 도화동  37번지  1층,2층",20060905,과태료부과(20만원),"식품위생법제3조,제78조",식품등위생적취급에관한기준위반[비위생적관리]
20061016,20040070498,미운유황오리황토구이,"서울특별시 마포구 토정로35길 11, (용강동,2층)",서울특별시 마포구 용강동  67번지 1호  2층,20060816,과태료부과(20만원부과),"식품위생법제3조,제78조",식품등위생적취급에관한기준위반[비위생적관리]
20061016,19770069026,제일식당,"서울특별시 마포구 신촌로12가길 36, (노고산동)",서울특별시 마포구 노고산동  54번지 2호  ,20060821,과태료부과(20만원부과),"식품위생법제3조,제78조",식품등위생적취급에관한기준위반[비위생적관리]
20061016,19810069028,길성루,"서울특별시 마포구 만리재로 22, 2층동 (신공덕동)",서울특별시 마포구 신공덕동  24번지 20호 2층 ,20060905,과태료부과(20만원부과),"식품위생법제3조,제78조",식품등위생적취급에관한기준위반[비위생적관리]
20061017,20060069351,마포나루냉면,"서울특별시 마포구 어울마당로 76-1, (서교동,지하1층지상1.2층)",서울특별시 마포구 서교동  364번지 19호  지하1층지상1.2층,20060901,영업정지7일갈음과징금 56만원부과,"식품위생법제21조,제58조",영업장무단확장영업 1차
20061017,20060069689,유노,"서울특별시 마포구 어울마당로 88, (서교동,1층)",서울특별시 마포구 서교동  358번지 53호  1층,20060825,영업정지7일갈음과징금140만원부과,"식품위생법제21조,제58조",영업장무단확장영업 1차
20061017,19910069008,지짐이,"서울특별시 마포구 와우산로 66, 1층동 (서교동)",서울특별시 마포구 서교동  360번지 24호 1층 ,20060803,영업정지7일갈음과징금 196만원부과,"식품위생법제21조,제58조",영업장무단확장영업 1차
20061017,20060069345,오렌지,"서울특별시 마포구 독막로 18, (합정동)",서울특별시 마포구 합정동  364번지 29호  ,20060912,시정명령(2006.11. 6.까지),"식품위생법제31조,제55조",신고증미보관 1차
20061017,20050069544,팔도강산,"서울특별시 마포구 대흥로 83, (대흥동,지하1층)",서울특별시 마포구 대흥동  298번지  지하1층,20060910,시설개수명령(2006.11. 6.까지),"식품위생법제21조,제57조","일반음식점내 무대,음향기기,색채조명등 설치"
20061017,20060069696,두꺼비,"서울특별시 마포구 어울마당로 86, (서교동)",서울특별시 마포구 서교동  358번지 57호  ,20060825,영업정지7일갈음과징금140만원부과,"식품위생법제21조,제58조",영업장무단확장영업 1차
20061017,20060069736,독도푸른바다,"서울특별시 마포구 만리재로 19, (공덕동,외 1필지 2층)",서울특별시 마포구 공덕동  256번지 10호  외 1필지 2층,20060830,영업정지7일갈음과징금 364만원부과,"식품위생법제21조,제58조",영업장무단확장영업 1차
20061109,20020070176,개성치킨,"서울특별시 마포구 만리재옛길 104, (공덕동,1층)",서울특별시 마포구 공덕동  1번지 13호  1층,20060923,영업정지7일(2006.11.13.-11.19.까지),"식품위생법제21조,제58조",영업장무단확장영업 1차
20061109,20040070520,미스터리,"서울특별시 마포구 어울마당로 128, (서교동,1층)",서울특별시 마포구 서교동  346번지 1호  1층,20061010,영업정지4일갈음과징금32만원부과,"식품위생법제21조,제58조,제65조",영업장무단확장영업 1차
20061110,20050070133,마포차,"서울특별시 마포구 새창로4길 16-9, (도화동,외1 1층)",서울특별시 마포구 도화동  195번지 8호  외1 1층,20060919,영업정지7일(2006.11.17.~11.23.까지),"식품위생법제21조,제58조",영업장무단확장영업 1차
20061130,19990070531,쥬쥬,"서울특별시 마포구 도화길 50, 2층동 (도화동)",서울특별시 마포구 도화동  194번지 19호 2층 ,20061115,시정명령(2006.11.15.까지),"식품위생법제21조,제31조1",업종미표시 1차
20061227,20050069620,황씨포차,"서울특별시 마포구 홍익로3길 20, (서교동,1층)",서울특별시 마포구 서교동  357번지 1호  1층,20061015,영업정지1개월(30일)갈음과징금 1320만원부과,"식품위생법제31조2,제58조",청소년주류제공영업 1차
20061227,20060069949,물빛,,서울특별시 마포구 공덕동  446번지 17호  1층,20061123,영업정지7일(2007.1.31.-2.6.까지),"식품위생법제21조,제58조",영업장무단확장영업 1차
20061227,19970069258,스마일,"서울특별시 마포구 마포대로 25, (마포동,대농빌딩B1-107)",서울특별시 마포구 마포동  33번지 1호  대농빌딩B1-107,20061115,영업정지1월(2007.2.1.-2.28.까지),"식품위생법제31조1,제58조",유흥접객원고용및접객행위영업 1차
20061227,19980069237,비어로스페이스,"서울특별시 마포구 홍익로 20, (서교동,3층)",서울특별시 마포구 서교동  345번지 30호  3층,20060926,영업정지2월(2007.2.1.-3.31.까지),"식품위생법제31조2,제58조",청소년주류제공영업 1차
20061227,19990069109,쭈끼쪼끼,"서울특별시 마포구 동교로13길 14, (서교동,1층)",서울특별시 마포구 서교동  477번지 5호  1층,20061124,영업정지4일갈음과징금32만원부과,"식품위생법제21조,제58조,제65조",영업장무단확장영업 1차
20061227,20040069912,퓨전,"서울특별시 마포구 양화로 192, (동교동,지하1층)",서울특별시 마포구 동교동  173번지 14호  지하1층,20061201,시설개수명령(07.1.15.까지),"식품위생법제21조,제57조",객실내음향기기설치영업 1차
20061227,20010069056,주,"서울특별시 마포구 홍익로 29, (서교동)",서울특별시 마포구 서교동  354번지 2호  ,20061206,시설개수명령(07.1.15.까지),"식품위생법제21조,제57조",음향및반주기기설치영업 1차
20061227,20020069318,조마루뼈다귀해장국,"서울특별시 마포구 월드컵북로 224, (성산동)",서울특별시 마포구 성산동  152번지 7호  ,20060811,영업정지1월(30일)갈음과징금1320만원부과,"식품위생법제31조2,제58조",청소년주류제공영업 1차
20070202,19940069145,언덕위에집,"서울특별시 마포구 잔다리로 20, 1F,동 2F호 (서교동)","서울특별시 마포구 서교동  367번지 6호 1F, -2F",20061215,시정명령,"법55조,규칙53조",이물질등이 혼입된 것 판매
20070202,20010070174,정원,"서울특별시 마포구 동교로18길 5, (서교동)",서울특별시 마포구 서교동  464번지 40호  ,20061206,시정명령,"식품위생법제55조,시행규칙제53조",이물등이혼입된것판매(김치찌개) 
20070212,20060070070,근옥이해물촌,,서울특별시 마포구 상암동  .번지  택지개발 사업지구 3-7블럭 월드컵파크 7단지 상가102호,20061222,갈음 과징금84만원부과,"식품위생법 제21조,제58조",영업장무단확장영업 1차
20070306,20050069929,김밥천국,"서울특별시 마포구 토정로 210, (신수동,1층)",서울특별시 마포구 신수동  380번지 9호  1층,20070205,20만원,식품위생법 제3조 제78조,위생모미착용
20070309,19930069956,황토골,"서울특별시 마포구 어울마당로 133, (동교동)",서울특별시 마포구 동교동  164번지 33호  ,20070202,7일 갈음 과징금252만원 부과,식품위생법 제21조 제22조 제58조,영업장무단확장 영업 1차
20070309,20060069967,나루수산,"서울특별시 마포구 어울마당로 132, (서교동)",서울특별시 마포구 서교동  347번지 22호  ,20070201,7일 갈음 과징금 196만원 부과,식품위생법 제21조 제22조 제58조,영업장무단확장 영업 1차
20070322,20060069200,클럽키즈,"서울특별시 마포구 와우산로15길 38, (서교동,지하1층)",서울특별시 마포구 서교동  408번지 24호  지하1층,20070120,2007.4.11.일까지,"식품위생법제21조,제57조,동법시행규칙제20조,제53조",영업장에 무도장 설치영업 1차
20070327,20060070109,미래사랑,"서울특별시 마포구 월드컵북로5나길 18, (서교동,대우미래사랑B 102)",서울특별시 마포구 서교동  487번지 0호  대우미래사랑B 102,20070213,8일갈음 과징금64만원 부과,"식품위생법제31조,제58조",유통기한경과제품조리목적보관 1차
20070424,19870069091,웃는돌참치,"서울특별시 마포구 양화로18길 7, (동교동)",서울특별시 마포구 동교동  166번지 12호  ,20070316,7일 갈음 과징금 308만원 부과,"식품위생법제21조,제58조",영업장무단확장 1차
20070424,20030069900,해미수산,"서울특별시 마포구 동교로 196, (동교동,1층)",서울특별시 마포구 동교동  158번지 20호  1층,20070319,시정명령,식품위생법제21조제55조,준수사항위반(차림표가격미표시)
20070427,20000069263,눈치꼬치,"서울특별시 마포구 도화길 52, 2F동 (도화동)",서울특별시 마포구 도화동  183번지 8호 2F ,20070130,2월(2007.4.27~6.26),"식품위생법제31조,제58조",청소년주류제공 1차
20070503,20040069882,왕십리곱창,"서울특별시 마포구 월드컵북로 191, (성산동,1층)",서울특별시 마포구 성산동  142번지 21호  1층,20070327,갈음7일과징금140만원부과,식품위생법제21조제22조,영업장무단확장 1차
20070508,20040069738,큐보,"서울특별시 마포구 잔다리로 20-5, (서교동,외2필지 지상2층)",서울특별시 마포구 서교동  367번지 11호  외2필지 지상2층,20060629,2월(2007.6.1~7.31.까지),"식품위생법제31조,제58조",청소년주류제공 1차
20070508,20030070045,스쿼드,,서울특별시 마포구 합정동  382번지 7호  ,20070306,15일(2007.6.1.~ 6.15.까지),"식품위생법제31조,제58조",유통기한이 경과된 식품조리.목적보관 1차
20070528,20070069067,지팡,"서울특별시 마포구 어울마당로 132, (서교동,1층)",서울특별시 마포구 서교동  347번지 22호  1층,20070419,(2007.6.10.까지),"식품위생법제21조,제57조",신고한상호표시위반 1차
20070528,20050070132,(주)푸르른날엔,"서울특별시 마포구 홍익로 10, (서교동,서교푸르지오상가 B-201~207)",서울특별시 마포구 서교동  486번지  서교푸르지오상가 B-201~207,20070424,15일갈음과징금780만원부과,"식품위생법제31조,제58",유통기한이경과된제품조리.목적보관 1차
20070613,20020069086,마니커호프치킨,"서울특별시 마포구 동교로 255, (연남동)",서울특별시 마포구 연남동  229번지 59호  ,20070309,2월(2007.8.1~2007.9.29),"식품위생법제31조,제58조",청소년주류제공 1차
20070613,19810069031,비어케빈,"서울특별시 마포구 백범로 133, (염리동)",서울특별시 마포구 염리동  148번지 13호  ,20070429,2월(2007.8.1~2007.9.29),"식품위생법제31조,제58조",청소년주류제공 1차
20070613,20040069300,자이언트,,서울특별시 마포구 아현동  282번지 1호  1층,20070416,2월(2007.6.15~2007.8.13),"식품위생법제31조,제58조",청소년주류제공 1차
20070619,20060069974,우리바다수산,"서울특별시 마포구 독막로 89, (상수동,1층)",서울특별시 마포구 상수동  309번지 6호  1층,20070528,11일(2007.7.2~2007.7.12),"식품위생법제21조,제58조",영업장무단확장1차
20070709,19950069099,일공오이(1052),"서울특별시 마포구 신촌로 238, (아현동)",서울특별시 마포구 아현동  346번지 10호  ,20061202,영업정지(2007.8.1~9.29),식품위생법제31조제58조,청소년주류제공1차
20070730,20050070018,용머리수산,"서울특별시 마포구 망원로 19, (망원동,1층102호)",서울특별시 마포구 망원동  419번지 3호  1층102호,20070730,시정명령(즉시),식품위생법제21조제55조,영업장무단확장영업 1차
20070730,20060069701,푸코호프,"서울특별시 마포구 마포대로 214, (아현동,？빌딩103호)",서울특별시 마포구 아현동  604번지 2호  ？빌딩103호,20070730,시정명령(즉시),식품위생법제21조제55조,영업장무단확장영업1차
20070730,20060069961,요로시꾸,"서울특별시 마포구 마포대로 214, (아현동,？빌딩 104호)",서울특별시 마포구 아현동  604번지 2호  ？빌딩 104호,20070730,시정명령(즉시),식품위생법제21조제55조,영업장무단확장영업 1차
20070803,20040069933,치킨닥터,"서울특별시 마포구 큰우물로 18, (대흥동,1층)",서울특별시 마포구 대흥동  778번지 1호  1층,20070713,과징금부과(정지7일갈음과징금84만원부과),"식품위생법제21조,제58조",영업장무단확장영업 1차
20070809,19870069024,토크주막,"서울특별시 마포구 도화길 49, (도화동)",서울특별시 마포구 도화동  181번지 6호  ,20070809,영업정지2월(2007.8.10-2007.10.8),식품위생법제31조제58조,청소년주류제공 1차
20070823,20050069502,피쉬앤그릴,"서울특별시 마포구 월드컵로29길 7, (망원동,지하1층)",서울특별시 마포구 망원동  478번지 1호  지하1층,20070823,시정명령(즉시),식품위생법제21조제55조,영업장무단확장영업(옥외)
20070903,19860069101,청기와,"서울특별시 마포구 월드컵북로 29, (서교동,지하1층~3층)",서울특별시 마포구 서교동  447번지 17호  지하1층~3층,20070719,과태료부과300만원 및 시정명령(즉시),"식품위생법제10,11조",식육원산지미표시
20070903,19950069501,미래,,서울특별시 마포구 공덕동  252번지 0호 지1 태영빌딩,20070718,영업정지(2007.9.23~2007.9.29.까지),"식품위생법제10조,11조",식육원산지허위표시
20070903,19950069274,사랑더하기,"서울특별시 마포구 성미산로 7, (성산동)",서울특별시 마포구 성산동  251번지 14호  ,20070725,시설개수명령(2007.9.30.까지),"식품위생법제21,57조",음향반주시설설치
20070906,19920069318,비어클럽,"서울특별시 마포구 동교로 39, (망원동)",서울특별시 마포구 망원동  338번지 79호  ,20070730,영업정지,"식품위생법 제31조, 제 58조",청소년주류제공
20070906,20000069759,이모네포장마차,,서울특별시 마포구 합정동  392번지 3호  ,20070830,시정명령(즉시),"식품위생법 제21조, 제55조",영업장 무단확장 영업(옥외)
20070906,20050069921,벨뷔,"서울특별시 마포구 신촌로20길 6, (노고산동,2층)",서울특별시 마포구 노고산동  31번지 4호  2층,20070803,영업정지,"식품위생법 제 31조 , 제 68조",유흥접객원 고용 및 유흥접객행위 영업
20070906,20030069337,초원돼지,"서울특별시 마포구 월드컵로1길 45, (합정동,1층)",서울특별시 마포구 합정동  382번지 28호  1층,20070830,시정명령(즉시),"식품위생법 제21조, 제55조",영업장무단확장 영업(옥외)
20070906,20040070134,호프랜드,"서울특별시 마포구 굴레방로 23-1, (아현동,2층)",서울특별시 마포구 아현동  291번지 2호  2층,20070719,영업정지,"식품위생법 제 31조, 제 58조",청소년주류제공
20070910,20040070097,여기가거기(오뎅바),"서울특별시 마포구 어울마당로 123, (동교동,1층)",서울특별시 마포구 동교동  164번지 32호  1층,20070529,시정명령(즉시),식품위생법제21조제55조,영업장무단확장영업 1차
20070910,20040069226,초심,"서울특별시 마포구 어울마당로 137, (동교동,1층)",서울특별시 마포구 동교동  169번지 11호  1층,20070529,시정명령(즉시),식품위생법제21조제55조,영업장무단확장영업(옥외) 1차
20070913,19990069068,와봐,"서울특별시 마포구 마포대로10길 12, (공덕동)",서울특별시 마포구 공덕동  249번지 16호  ,20070903,시정명령(즉시),식품위생법제21조제55조,영업장무단확장영업(옥외)
20070913,20040070310,참숯위에우돈향기,"서울특별시 마포구 성미산로1길 21, (성산동,1층)",서울특별시 마포구 성산동  253번지 3호  1층,20070903,시정명령(2007.10.15.까지),식품위생법제21조제55조,영업장무단확장영업(주차장)
20070913,20050069144,어기어차,"서울특별시 마포구 월드컵로 142, (성산동,지하1층)",서울특별시 마포구 성산동  260번지 14호  지하1층,20070823,시정명령(2007.10.15.까지),식품위생법제21조제55조,영업장무단확장영업(주차장)
20070913,20010069345,마포소금구이,"서울특별시 마포구 월드컵로 143, (망원동)",서울특별시 마포구 망원동  477번지 9호  ,20070823,시정명령(즉시),식품위생법제21조제55조,영업장무단확장(옥외)
20070913,20020069521,벌떼치킨전문점,"서울특별시 마포구 홍익로6길 42, (동교동)",서울특별시 마포구 동교동  164번지 18호  ,20070905,시정명령(즉시),식품위생법제21조제55조,영업장무단확장영업(옥외)
20070913,20030069859,주사마,"서울특별시 마포구 월드컵로 137, (망원동,1층)",서울특별시 마포구 망원동  478번지 5호  1층,20070911,시정명령(즉시),식품위생법제21조제55조,영업장무단확장영업(즉시)
20070913,20040069209,매일매일횟집,"서울특별시 마포구 만리재로7길 23, (공덕동,1층)",서울특별시 마포구 공덕동  22번지 6호  1층,20070827,시정명령,식품위생법제21조제55조,영업장무단확장영업(옥외)
20070913,20050070008,웰빙생삼겹살,"서울특별시 마포구 광성로 33, (신수동,1층)",서울특별시 마포구 신수동  91번지 385호  1층,20070910,시정명령(즉시),식품위생법제21조제55조,영업장무단확장영업(즉시)
20070918,20040069235,박달게,,서울특별시 마포구 공덕동  445번지 2호  2층,20070810,시정명령(즉시),"식품위생법제3조,55조",조리된음식물에이물집혼입
20071002,20070069024,화동,"서울특별시 마포구 어울마당로 88, (서교동,1,2층)","서울특별시 마포구 서교동  358번지 53호  1,2층",20071004,과태료부과(20만원),"식품위생법제26조,78조",위생모미착용(종업원2명)
20071008,19980069014,0빠,"서울특별시 마포구 와우산로18길 6, (서교동,지하1층)",서울특별시 마포구 서교동  360번지 23호  지하1층,20071009,"과태료40만원부과,시정명령(즉시)",식품위생법제31조제55조,신고증미비치 1차
20071011,20070069181,교촌치킨상암점,,서울특별시 마포구 상암동  .번지  상암택지개발 상암4단지상가 109호,20071004,시정명령(즉시),"식품위생법제21조,제55조",영업장무단확장영업(옥외)1차
20071015,19950069049,어가,"서울특별시 마포구 마포대로 130, (공덕동)",서울특별시 마포구 공덕동  254번지 8호  ,20070801,과태료부과30만원,식품위생법제3조제78조,식품등의위생적취급기준위반(미생물권장규격부적합)
20071108,19860069141,호프광장,"서울특별시 마포구 신촌로 70, (노고산동,지하1층)",서울특별시 마포구 노고산동  49번지 57호  지하1층,20070925,영업정지(2007.11.21~2007.12.20),식품위생법제31조제58조,청소년주류제공 1차
20071108,20050069279,미스터캐슬,"서울특별시 마포구 월드컵로 80, (서교동,아침뜨락빌딩2층)",서울특별시 마포구 서교동  441번지 6호  아침뜨락빌딩2층,20071106,시정명령(즉시),식품위생법제21조55조,영업장무단확장영업(옥외) 1차
20071108,19850069100,부산식당,"서울특별시 마포구 월드컵북로 18, (동교동)",서울특별시 마포구 동교동  206번지 1호  ,20071126,시정명령(즉시),"식품위생법제21조,제55조",영업장무단확장영업(옥외)1차
20071108,20050070123,홍대도문양꼬치,"서울특별시 마포구 와우산로21길 31-11, (서교동,1층)",서울특별시 마포구 서교동  364번지 28호  1층,20071030,시정명령(즉시),"식품위생법제21조,제55조",영업장무단확장영업(옥외) 1차
20071126,20050069496,오마오,"서울특별시 마포구 와우산로19길 15, (서교동,1층)",서울특별시 마포구 서교동  363번지 22호  1층,20071024,시정명령(즉시),식품위생법제21조제55조,영업장무단확장영업(옥외) 1차
20071126,19980069779,포차정,"서울특별시 마포구 포은로 78, (망원동)",서울특별시 마포구 망원동  401번지 36호  ,20071017,영업정지2월(2008.1.1~2008.2.29),식품위생법제31조제58조,청소년주류제공 1차
20071128,19940069900,초야,"서울특별시 마포구 어울마당로 122-1, 2층동 (서교동)",서울특별시 마포구 서교동  346번지 42호 2층 ,20071025,시정명령(2007.12.17.까지),식품위생법제31조제55조,업종미표시 1차
20071128,19970069025,아스카,"서울특별시 마포구 어울마당로 122, (서교동)",서울특별시 마포구 서교동  346번지 41호  ,20071025,시정명령(2007.12.17.까지),식품위생법제31조제55조,업종미표시 1차
20071128,20040069731,신촌불한증막(주),"서울특별시 마포구 서강로14길 20, (신수동,1층)",서울특별시 마포구 신수동  71번지 9호  1층,20071023,시정명령(2007.12.17.까지),식품위생법제31조제55조,지위승계미필 1차
20071128,20060070052,곤조 홍대점,"서울특별시 마포구 와우산로21길 31, (서교동,1층)",서울특별시 마포구 서교동  364번지 26호  1층,20071030,시정명령(2007.12.17.까지),식품위생법제21조제55조,영업장무단확장영업옥외주차장 1차
20071213,20070069630,둥지,"서울특별시 마포구 포은로 11, (합정동,지상 1층)",서울특별시 마포구 합정동  396번지 14호  지상 1층,20071108,영업정지(2007.12.17~2008.1.16),식품위생법제31조제58조,유흥접객원고용 및 접객행위영업 1차
20071213,19980069933,최가네껍데기,"서울특별시 마포구 토정로 146, 1층동 (상수동)",서울특별시 마포구 상수동  280번지 3호 1층 ,20071011,영업정지,"식품위생법제31조,제58조",청소년주류제공 1차
20071213,19990069566,써클,"서울특별시 마포구 독막로 180, (구수동,지층)",서울특별시 마포구 구수동  3번지 0호  지층,20071106,영업정지(2008.1.15~2008.2.14),"식품위생법제31조,제58조",유흥접객원고용 및 접객행위영업 1차
20071224,20010069892,남선반점,"서울특별시 마포구 효창원로95길 2, (공덕동,1층)",서울특별시 마포구 공덕동  7번지 161호  1층,20071030,영업정지4일 감음 과징금 32만원부과,"식품위생법제21조,제58조",영업장무단확장영업(옥내주차장)1차
20071228,20060069159,대가감자탕,"서울특별시 마포구 희우정로 128-1, (망원동,1층)",서울특별시 마포구 망원동  418번지 25호  1층,20071128,시정명령(2008.1.20.까지),"식품위생법제21조,동법제55조",영업장무단확장영업(옥외주차장)1차
20080109,19940069607,루비,"서울특별시 마포구 포은로 11, (합정동,1층)",서울특별시 마포구 합정동  396번지 14호  1층,20070314,영업정지(2008.2.1~2008.2.29),"식품위생법제31조,제58조",유흥접객원고용 및 접객행위영업 1차
20080109,20050069860,참치사랑,"서울특별시 마포구 삼개로 11, (도화동,1층)",서울특별시 마포구 도화동  201번지 39호  1층,20071205,영업정지(2008.2.1~2008.2.15),식품위생법제31조제58조,영업장면적변경(축소)신고불이행 1차
20080111,19990070524,지호한방삼계탕,"서울특별시 마포구 독막로 166, (창전동,1층)",서울특별시 마포구 창전동  146번지 6호  1층,20071121,영업정지,"식품위생법제31조,제58조",영업장무단확장영업 1차
20080114,19930069378,몽쏘,"서울특별시 마포구 잔다리로 35, (서교동,(지1층))",서울특별시 마포구 서교동  395번지 13호  (지1층),20071211,영업정지(2008.2.1.~2008.2.29),식품위생법제31조제58조,유흥접객원고용 및 접객행위영업 1차
20080114,20020070031,시실리,"서울특별시 마포구 월드컵북로1길 56, (서교동,지하1)",서울특별시 마포구 서교동  375번지 15호  지하1,20071210,영업정지(2008.2.1.~2008.2.29),식품위생법제31조제58조,음향 및 반주시설을 갖추고 손님이 노래 부르도록 허용영업
20080114,19930069810,호미갈비,"서울특별시 마포구 대흥로 187-1, (대흥동)",서울특별시 마포구 대흥동  12번지 161호  ,20071211,과태료부과30만원,"식품위생법제3조,제78조",식품등 취급기준위반(비위생관리)
20080118,19960069509,키스,"서울특별시 마포구 포은로 51, (합정동)",서울특별시 마포구 합정동  441번지 34호  ,20071112,(2008.2.1.~2008.2.29),"식품위생법제31조,제58조",유흥접객원고용 및 접객행위영업 1차
20080118,19930069803,안나수이,"서울특별시 마포구 도화2길 6, (도화동)",서울특별시 마포구 도화동  342번지 0호  ,20071122,영업정지,"식품위생법제31조,제58조",유흥접객원고용 및 접객행위영업 1차
20080118,20030069723,별,,서울특별시 마포구 염리동  148번지 27호  지하1층,20071205,(2008.2.1.~2008.2.29),"식품위생법제31조,제58조",음향 및 반주시설을 갖추고 손님이 노래 부르도록 허용행위 영업 1차
20080124,20070069707,화,"서울특별시 마포구 와우산로23길 14, (서교동)",서울특별시 마포구 서교동  342번지 12호  ,20070810,영업정지,식품위생법제31조제58조,청소년고용영업
20080124,19940069976,방송국,"서울특별시 마포구 월드컵북로 197, (성산동)",서울특별시 마포구 성산동  165번지 38호  ,20071218,영업정지,식품위생법제31조제58조,청소년주류제공 1차
20080124,20020069825,오아이엘,"서울특별시 마포구 마포대로 52, (도화동,지하1층9호)",서울특별시 마포구 도화동  36번지  지하1층9호,20071101,영업정지,식품위생법제31조제58조,유흥접객원고용및접객행위영업 1차
20080205,20080069037,추억의연탄구이,"서울특별시 마포구 창전로 91, (창전동)",서울특별시 마포구 창전동  13번지 21호  ,20080201,시정명령(2008.2.22.일까지),식품위생법제31조제55조,영업장무단확장영업(옥외)1차
20080228,19960069625,진미상차림,"서울특별시 마포구 성산로4길 6, (성산동)",서울특별시 마포구 성산동  277번지 46호  ,20080125,영업정지,식품위생법제31조제58조,유통기한이경과된제품을조리목적보관
20080228,20060069895,외양간,"서울특별시 마포구 성미산로 13, (성산동,1층)",서울특별시 마포구 성산동  250번지 25호  1층,20080128,영업정지,식품위생법제21조 제58조,영업장무단확장영업 1차
20080314,20040070223,무공해청학동부침개,"서울특별시 마포구 만리재로 19, (공덕동,1층)",서울특별시 마포구 공덕동  256번지 10호  1층,20080214,영업정지7일갈음과징금308만원부과,식품위생법제22조제58조,영업장무단확장영업 1차
20080320,20080069106,추억의연탄구이,"서울특별시 마포구 서강로 46, (창전동,1층)",서울특별시 마포구 창전동  238번지  1층,20080310,시정명령(2008.4.8.까지),식품위생법제21조제22조제58조,영업장무단확장영업 1차
