처분일자,교부번호,업소명,소재지도로명,소재지지번,지도점검일자,처분명,법적근거,위반내용
20020102,20010069899,월드,"서울특별시 마포구 월드컵북로 15, (서교동)",서울특별시 마포구 서교동  445번지 3호  ,20020101,2002.2.1까지,,객실내 음향기기 설치 1차
20020104,20000069048,텃두리,"서울특별시 마포구 월드컵북로 18, (동교동)",서울특별시 마포구 동교동  206번지 1호  ,20020103,2월(갈음 과징금 600만원),,음향시설 갖추고 손님에게 노래허용 
20020114,19990070464,라브리스,"서울특별시 마포구 어울마당로 68, (서교동)",서울특별시 마포구 서교동  363번지 17호  ,20020113,2002.1.30일까지,,무도장 설치 1차
20020121,20010069946,송림,"서울특별시 마포구 신촌로30길 3-4, (아현동)",서울특별시 마포구 아현동  346번지 30호  ,20020120,1월(갈음 과징금 120만원),,음향시설을 갖추고 손님에게 노래 허용 1차
20020206,19990070506,포장마차타운,"서울특별시 마포구 희우정로 103, (망원동)",서울특별시 마포구 망원동  456번지 18호  ,20020205,3？(2002.2.16-2002.5.15),,1차(2회적발)
20020218,19990069167,여울목,"서울특별시 마포구 동교로 261-1, (연남동)",서울특별시 마포구 연남동  229번지 13호  ,20020217,1월(갈음 과징금 120만원),,(객실내 음향기기 설치 2차)
20020218,20000069546,비어타임,"서울특별시 마포구 월드컵로 164, (성산동,1층)",서울특별시 마포구 성산동  279번지 17호  1층,20020217,2002.3.5까지,,(업종미표기 1차)
20020306,19840069024,도날드양념통닭,"서울특별시 마포구 도화길 48, (도화동)",서울특별시 마포구 도화동  182번지 1호  ,20020305,15일(갈음 과징금 60만원),,(경과제품 조리판매 목적 보관 1차)
20020306,19920069200,슈만,,서울특별시 마포구 합정동  384번지 51호  ,20020305,15일(갈음 과징금 150만원),,"유통기한 경과제품 조리,판매 목적보관 1차"
20020306,19830069090,히포호프,,서울특별시 마포구 합정동  384번지 72호  ,20020305,15일(갈음 과징금 90만원),,"경과제품 조리,판매목적 보관 1차"
20020307,19990070612,엔비,"서울특별시 마포구 와우산로 79, (서교동)",서울특별시 마포구 서교동  362번지 4호  ,20020306,2002.3.22까지,,무도장 설치 1차
20020312,20000069133,제우스,"서울특별시 마포구 잔다리로 23, (서교동,B1)",서울특별시 마포구 서교동  395번지 17호  B1,20020311,2002.3.27까지,,(객실내 음향기기 설치 1차)
20020318,20000069326,죠커레드,"서울특별시 마포구 와우산로17길 6, (서교동)",서울특별시 마포구 서교동  407번지 4호  ,20020317,2002.4.2까지,,무도장 설치 1차
20020318,20000069067,디디,"서울특별시 마포구 와우산로 73, (서교동)",서울특별시 마포구 서교동  363번지 1호  ,20020317,2002.4.2까지,,무도장 설치1차
20020318,19970069104,후퍼,"서울특별시 마포구 와우산로 65, (서교동)",서울특별시 마포구 서교동  407번지 2호  ,20020317,2002.4.2까지,,무도장설치영업1차
20020318,20000069236,엠아이,"서울특별시 마포구 와우산로17길 22, (서교동)",서울특별시 마포구 서교동  407번지 17호  ,20020317,2002.4.2까지,,무도장설치 1차
20020323,19790069002,한국관,"서울특별시 마포구 마포대로 180, (공덕동)",서울특별시 마포구 공덕동  105번지 159호  ,20020322,2002.4.22까지,,"칼,도마 대장균 양성반응 1차"
20020326,20010069083,미송,"서울특별시 마포구 마포대로 12, (마포동,한신빌딩114,115호)","서울특별시 마포구 마포동  136번지 1호  한신빌딩114,115호",20020325,2월 갈음 과징금 240만원,,음향시설갖추고 손님이 노래 부르는 것 허용
20020406,19950069120,옛토담집,"서울특별시 마포구 신촌로18길 17, 1층동 2층호 (노고산동)",서울특별시 마포구 노고산동  57번지 33호 1층 -2층,20020405,2002.5.6까지,,조리장 위생상태 불량 1차
20020406,19940069987,미락,"서울특별시 마포구 굴레방로 23-1, (아현동)",서울특별시 마포구 아현동  291번지 2호  ,20020405,2002.4.22까지,,"객실내 음향기기 설치, 객실잠금장치 설치 1차"
20020409,19990070001,엉클톰,"서울특별시 마포구 양화로6길 78, (합정동)",서울특별시 마포구 합정동  411번지 2호  ,20020117,영업정지45일(2002.3.8 ~ 4.21) 및 과징금300만원,식품위생법,유흥접객원 교용영업
20020415,20010069379,홈,"서울특별시 마포구 잔다리로 23, (서교동)",서울특별시 마포구 서교동  395번지 17호  ,20020309,영업정지15일 갈음 과징금390만원,식품위생법,"유통기한경과제품 조리,판매목적 보관"
20020415,19950069675,사랑이네잔치집,"서울특별시 마포구 월드컵로25길 43, (망원동,지하1층)",서울특별시 마포구 망원동  423번지 11호  지하1층,20020414,2002.4.30까지,,조리종사원 위생복 및 위생모 미착용 1차
20020419,19930069474,에덴의동쪽,"서울특별시 마포구 월드컵로1길 45, (합정동)",서울특별시 마포구 합정동  382번지 28호  ,20020314,영업정지3월(2002.4.30~7.29),식품위생법,유흥접객원고용영업
20020419,20020069389,스타,"서울특별시 마포구 도화길 20, (도화동)",서울특별시 마포구 도화동  335번지 1호  ,20020419,시정명령(2002.5.13까지),식품위생법,객실내음향기기설치
20020419,19930069965,토크쇼,"서울특별시 마포구 동교로9길 37, (망원동)",서울특별시 마포구 망원동  379번지 4호  ,20020419,영업정지 2월(2002.4.20 ~ 6.19),식품위생법,청소년 주류제공
20020425,19880069114,방가방가,"서울특별시 마포구 대흥로30길 20, (염리동)",서울특별시 마포구 염리동  9번지 117호  ,20020425,영업정지 2월(2002.5.3~7.2까지),식품위생법,청소년주류제공
20020426,20010069128,베르사체,"서울특별시 마포구 백범로 135, (염리동,지하1층)",서울특별시 마포구 염리동  148번지 9호  지하1층,20020129,시정명령(2002.5.13까지),식품위생법,객실내음향기기설치
20020427,19990070585,피노키오치킨,"서울특별시 마포구 포은로 81-1, (망원동,(1층))",서울특별시 마포구 망원동  399번지 5호  (1층),20020427,영업정지2월7일(2002.5.7~7.13까지),유통기한경과제품조리.판매목적보관,식품위생법
20020427,19780069009,맛보러갈까?,,서울특별시 마포구 신공덕동  63번지 7호  ,20020427,영업정지2월(2002.5.7~7.6까지),식품위생법,청소년주류제공
20020427,20010070036,비어캐슬(망원점),"서울특별시 마포구 포은로 67, (망원동)",서울특별시 마포구 망원동  394번지 86호  ,20020324,영업정지15일 갈음 과징금90만원,식품위생법,유통기한경과제품 조리.판매 목적보관
20020501,20000069165,피렌체,"서울특별시 마포구 서강로 137-7, (노고산동,102호)",서울특별시 마포구 노고산동  57번지 18호  102호,20020329,영업정지15일 갈음 과징금90만원,식품위생법,유통기한경과제품 조리.판매 목적보관
20020515,19930069403,빠체,"서울특별시 마포구 와우산로 69, 1층동 (서교동)",서울특별시 마포구 서교동  407번지 1호 1층 ,20020411,영업정지15일 갈음 과징금60만원,식품위생법,식사류 미취급
20020515,19960069590,니꼬르,"서울특별시 마포구 어울마당로 50, (서교동)",서울특별시 마포구 서교동  408번지 14호  ,20020404,영업정지1월 갈음 과징금420만원,식품위생법,음향시설 갖추고 손님 노래허용
20020515,20000069671,김밥천국,"서울특별시 마포구 와우산로23길 52, (서교동)",서울특별시 마포구 서교동  346번지 39호  ,20020404,영업정지3월(2002.5.23~8.22),식품위생법,영업정지중영업
20020515,19990069055,스카,"서울특별시 마포구 와우산로 66, (서교동)",서울특별시 마포구 서교동  360번지 24호  ,20020411,영업정지15일(2002.5.23~6.6),식품위생법,식사류 미취급
20020515,20010070169,모드니치킨호프,,서울특별시 마포구 신수동  450번지  삼익상가 103호,20020323,영업정지2월(2002.05.23~7.22),식품위생법,청소년 주류제공
20020520,19990070519,석류의계절,"서울특별시 마포구 동교로 181, (동교동)",서울특별시 마포구 동교동  201번지 35호  ,20020225,영업정지 2월 갈음 과징금600만원,식품위생법,음향시설 갖추고 손님 노래허용 
20020527,19990069839,큰별,"서울특별시 마포구 백범로 109, (대흥동)",서울특별시 마포구 대흥동  194번지 2호  ,20020322,영업정지3월(2002.6.4~9.3),식품위생법,유흥접객원고용영업
20020527,20010069137,동경,"서울특별시 마포구 월드컵로 113, (망원동,지하1층)",서울특별시 마포구 망원동  482번지 8호  지하1층,20020402,영업정지 3월(2002.6.4~9.3),식품위생법,유흥접객원고용영업
20020607,20000069751,궁전,"서울특별시 마포구 양화로 192, (동교동)",서울특별시 마포구 동교동  173번지 14호  ,20020605,(2002.7.15까지),,객실내 음향기기설치 1차
20020612,20020069412,수궁,"서울특별시 마포구 양화로 25, (합정동,지하)",서울특별시 마포구 합정동  383번지 16호  지하,20020418,영업정지3월(2002.6.20~9.19),식품위생법,유흥접객원고용영업
20020705,19980069133,다운타운,"서울특별시 마포구 독막로 174, (구수동,지하1층)",서울특별시 마포구 구수동  14번지 0호  지하1층,20020628,시정명령(2002.7.20까지),식품위생법,객실내음향기기설치
20020705,20020069394,캡스,"서울특별시 마포구 월드컵북로1길 72, (서교동)",서울특별시 마포구 서교동  376번지 8호  ,20020529,영업정지3월(2002.7.11~10.10),식품위생법,유흥접객원고용영업
20020708,19940069797,무지게숯불갈비,"서울특별시 마포구 도화4길 11, (도화동)",서울특별시 마포구 도화동  195번지 9호  ,20020518,영업정지2월(2002.7.11~9.10),식품위생법,청소년주류제공영업
20020711,19980070022,키노키드,"서울특별시 마포구 홍익로 17, (서교동,외3필지)",서울특별시 마포구 서교동  358번지 2호  외3필지,20010321,영업정지2월(2002.7.20~9.19),식품위생법,청소년주류제공영업
20020718,20010069645,초원,,서울특별시 마포구 염리동  160번지 63호  ,20020605,영업정지3월(2002.7.26~10.25까지),식품위생법,유흥접객원고용영업
20020718,20000069565,우리두리호프,"서울특별시 마포구 월드컵로13길 14, B1동 (망원동)",서울특별시 마포구 망원동  376번지 8호 B1 ,20020309,영업정지1월 갈음 과징금 180만원,식품위생법,청소년주류제공영업
20020719,19920069220,토크쇼,"서울특별시 마포구 대흥로28길 4, (대흥동)",서울특별시 마포구 대흥동  3번지 38호  ,20020522,영업정지2월(2002.7.24~9.23),식품위생법,청소년주류제공영업
20020726,19930070056,금성,,서울특별시 마포구 아현동  330번지 7호  1층,20020709,영업정지3월(2002.7.31~10.30),식품위생법,유흥접객원고용영업
20020729,20010070155,두꺼비핵꾜,"서울특별시 마포구 대흥로 189-1, (대흥동)",서울특별시 마포구 대흥동  12번지 162호  ,20020528,영업정지2월(2002.8.2~10.1까지),식품위생법,청소년주류제공영업
20020730,20020069579,자유로,"서울특별시 마포구 망원로 75, (망원동,지하)",서울특별시 마포구 망원동  423번지 22호  지하,20020726,시설개수명령(2002.08.13까지),식품위생법,객실내음향기기 및 특수조명(우주볼)설치
20020730,20020069630,비지니스,"서울특별시 마포구 동교로 158, (서교동,지하1층)",서울특별시 마포구 서교동  351번지 25호  지하1층,20020726,시설개수명령(2002.8.13까지),식품위생법,객실내음향기기 및 특수조명
20020801,19960069102,해질무렵,"서울특별시 마포구 독막로 176, (구수동,외2필지)",서울특별시 마포구 구수동  6번지 8호  외2필지,20020605,영업정지 3월15일(2002.8.12~11.26까지),식품위생법,유흥접객원고용
20020801,20020069199,폭스하우스,"서울특별시 마포구 새창로 14, (도화동)",서울특별시 마포구 도화동  183번지 13호  ,20020726,영업정지 1월(2002.8.2~9.1까지),식품위생법,단란주점형태영업
20020812,20000069712,이지카페,"서울특별시 마포구 독막로 21, (합정동)",서울특별시 마포구 합정동  413번지 8호  ,20020716,영업정지3월(2002.8.16 ~ 11.15),식품위생법,유흥접객원고용영업 
20020813,19990069952,먹거리한정식,"서울특별시 마포구 양화로 156, 142호 (동교동,지하1층)",서울특별시 마포구 동교동  165번지 8호  지하1층-142,20020812,시정명령(2002.8.28까지),식품위생법,영업자지위승계미필
20020813,19950069509,델타호프,"서울특별시 마포구 와우산로 99, (서교동)",서울특별시 마포구 서교동  344번지 11호  ,20020807,시설개수명령(2002.8.28까지),식품위생법,객실내음향기기설치
20020816,20000069235,애모,"서울특별시 마포구 연남로13길 1, (연남동)",서울특별시 마포구 연남동  487번지 422호  ,20020618,영업정지3월(2002.8.21~11.20까지),식품위생법,유흥접객원고용영업
20020826,19990069509,씨앤앤(CNN),"서울특별시 마포구 백범로 109, (대흥동)",서울특별시 마포구 대흥동  194번지 2호  ,20020724,영업정지15일 갈음 과징금210만원,식품위생법,식사류미취급
20020826,19990069654,비오리,"서울특별시 마포구 백범로 109, (대흥동)",서울특별시 마포구 대흥동  194번지 2호  ,20020724,영업정지15일 갈음 과징금150만원,식품위생법,식사류미취급
20020912,19990069967,로망스,"서울특별시 마포구 토정로32길 3, (용강동)",서울특별시 마포구 용강동  45번지 16호  ,20020808,영업정지 3월 15일(2002.9.23~2003.1.6),식품위생법,음향시설갖추고 손님노래허용
20020912,19840069110,계수나무,"서울특별시 마포구 양화로12길 19, (서교동)",서울특별시 마포구 서교동  373번지 16호  ,20020730,영업정지1월 갈음 과징금180만원,식품위생법,음향시설갖추고 손님노래허용
20020912,20010069096,명문,"서울특별시 마포구 숭문길 96, (염리동)",서울특별시 마포구 염리동  36번지 249호  ,20020727,영업정지1월(2002.9.16~10.15),식품위생법,도박장소제공
20020913,19990069184,기찻길왕소금구이,"서울특별시 마포구 와우산로32길 38, (서교동)",서울특별시 마포구 서교동  9번지 1호  ,20020906,시정명령,식품위생법,무단상호변경
20020913,20010069415,쉬즈호프,,서울특별시 마포구 노고산동  54번지 21호  ,20020816,영업정지2월(2002.9.18~11.17),식품위생법,청소년주류제공영업
20020917,19930069208,마이다스,"서울특별시 마포구 도화길 20-1, (도화동)",서울특별시 마포구 도화동  336번지 2호  ,20020524,영업정지3월(2002.9.25~12.24),식품위생법,유흥접객원고용영업
20020918,19990070640,도프,"서울특별시 마포구 홍익로6길 14, (동교동,2층)",서울특별시 마포구 동교동  163번지 10호  2층,20020913,영업정지 15일 갈음 과징금150만원,식품위생법,"유통기한 경과제품조리,판매목적 보관"
20020919,19930069053,유림,,서울특별시 마포구 합정동  382번지 39호  ,20020917,시정명령(2002.10.5까지),식품위생법,조리장 폐기물용기 뚜껑없는것 사용 및 이물질혼입
20020919,19850069070,남해회집,"서울특별시 마포구 도화길 29, (도화동)",서울특별시 마포구 도화동  179번지 5호  ,20020919,시정명령(2002.10.5까지),식품위생법,수족관 검사결과 장염비브리오양성
20020924,19910069091,우미,,서울특별시 마포구 동교동  201번지 33호  ,20020819,영업정지15일 갈음 과징금 270 및 시설개수명령,식품위생법,주류만 판매 및 객실잠금장치
20020928,19950069324,한양식당,,서울특별시 마포구 신공덕동  56번지 10호  ,20020816,영업정지2월(2002.10.8~12.7까지)및 시정명령(2002.10.14까지),식품위생법,청소년주류제공 및 영업자지위승계 미필
20021007,19960069342,다이나모,"서울특별시 마포구 신촌로16길 10, 2F동 (노고산동)",서울특별시 마포구 노고산동  54번지 1호 2F ,20020901,영업정지2월(2002.10.16~12.15까지)및 고발,식품위생법,청소년 주류제공영업
20021007,19930069417,홍익소금구이,"서울특별시 마포구 와우산로32길 5, 1층동 (서교동)",서울특별시 마포구 서교동  325번지 14호 1층 ,20020821,영업정지2월 갈음 과징금240만원,식품위생법,청소년 주류제공영업 
20021007,19940069294,미도파,,서울특별시 마포구 대흥동  121번지 4호  ,20020823,영업정지3월(2002.10.16~2003.1.15까지),식품위생법,유흥접객원 고용영업
20021007,19990069185,땡땡이소금구이,"서울특별시 마포구 와우산로32길 38, (서교동)",서울특별시 마포구 서교동  9번지 1호  ,20020719,영업정지1월 갈음 과징금120만원 *검찰 기소유예,식품위생법,청소년 주류제공영업 1차
20021007,20010070032,청해수산,,서울특별시 마포구 공덕동  445번지 2호  ,20020719,영업정지1월 갈음 과징금 2130만원 *검찰 기소유예,식품위생법,청소년 주류제공영업
20021012,19970069587,투투호프,"서울특별시 마포구 망원로11길 29, (망원동)",서울특별시 마포구 망원동  479번지 91호  ,20020927,시설개수명령(2002.10.26까지),식품위생법,객실내 음향기기설치
20021012,20020069252,아리아,"서울특별시 마포구 동교로 162, (서교동)",서울특별시 마포구 서교동  351번지 24호  ,20021008,시설개수명령(2002.10.26까지),식품위생법,객실내 음향기기설치
20021012,19850069088,화용회관,"서울특별시 마포구 월드컵북로 35, (서교동,지하1층~4층)",서울특별시 마포구 서교동  449번지 14호  지하1층~4층,20021004,시설개수명령(2002.10.26까지),식품위생법,조리장 위생상태불량(바닥타일파손)
20021017,20000069272,준,"서울특별시 마포구 월드컵로1길 52, (합정동,2층)",서울특별시 마포구 합정동  393번지 8호  2층,20020730,영업정지 3월(2002.10.19 ~ 2003.1.18까지),식품위생법,유흥접객원 고용영업
20021031,19900069163,블랙쪼끼,,서울특별시 마포구 합정동  384번지 77호  ,20021031,영업정지 갈음 과징금150만원,식품위생법,"유통기한경과제품 조리,판매목적 보관  "
20021031,19750069007,신촌부대찌개,"서울특별시 마포구 홍익로 20, 1층동 (서교동)",서울특별시 마포구 서교동  345번지 30호 1층 ,20021031,영업정지 갈음 과징금150만원,식품위생법,"유통기한경과제품 조리,판매목적보관   "
20021106,20000069164,파르베,"서울특별시 마포구 큰우물로 76, 지1-동 17호호 (도화동,고려빌딩)",서울특별시 마포구 도화동  544번지 0호 지1- 고려빌딩-17호,20021106,시설개수명령(2002.11.29),식품위생법,객실내 음향기기설치
20021107,20000069653,발렌타인,"서울특별시 마포구 신촌로12가길 30, B1동 (노고산동)",서울특별시 마포구 노고산동  54번지 8호 B1 ,20020830,시설개수명령(2002.11.22까지),식품위생법,객실내음향기기설치 
20021112,19940069799,소문난생고기집,"서울특별시 마포구 서강로9길 60, (창전동)",서울특별시 마포구 창전동  5번지 138호  ,20020920,영업정지 2월(2002.11.21~2003.1.20),식품위생법,청소년주류제공 영업
20021129,19920069305,제이에스에이,"서울특별시 마포구 토정로 319, (용강동)",서울특별시 마포구 용강동  40번지 2호  ,20021129,시정명령(2002.11.29까지),식품위생법,무단상호변경
20021203,19960069542,엠마오관식당,"서울특별시 마포구 백범로 35, (신수동)",서울특별시 마포구 신수동  1번지 1호  ,20021203,과징금부과210만원,식,유통기한경과
20021203,20010070079,히포,"서울특별시 마포구 홍익로3길 8, (서교동,2층)",서울특별시 마포구 서교동  356번지 3호  2층,20021011,영업정지15일 갈음 과징금270만원,식품위생법,청소년주류제공영업
20021203,19950069652,진미설렁탕,"서울특별시 마포구 양화로7길 12, (서교동)",서울특별시 마포구 서교동  391번지 17호  ,20021017,영업정지 갈음 과징금90만원 및 과태료20만원,식품위생법,유통기한 경과제품 조리판매목적 보관
20021205,19900069063,홍익부페,"서울특별시 마포구 홍익로5길 13, 3층동 (서교동)",서울특별시 마포구 서교동  355번지 2호 3층 ,20021121,시정명령(2002.12.20까지),식품위생법,"청소상태불량(냉장고,조리장)  "
20021205,20000069009,부페랜드,,서울특별시 마포구 노고산동  31번지 11호  ,20021121,시정명령(2002.12.20까지),식품위생법,"청소상태불량(냉장고,조리장)  "
20021205,19990069301,오공일,"서울특별시 마포구 와우산로 51, (상수동)",서울특별시 마포구 상수동  93번지 86호  ,20021127,시설개수명령(2002.12.20까지),식품위생법,객실내음향기기설치  
20021216,20010069157,동족,"서울특별시 마포구 와우산로15길 10, (서교동)",서울특별시 마포구 서교동  410번지 3호  ,20021211,시설개수명령(2003.1.6까지),식품위생법,방음장치 미설치
20021223,20020069366,지지,"서울특별시 마포구 동교로 188, (동교동)",서울특별시 마포구 동교동  158번지 14호  ,20021108,영업정지3월(2003.1.7~4.6까지),식품위생법,유흥접객원 고용영업
20030102,19850069096,오솔길,"서울특별시 마포구 신촌로28가길 24, (아현동)",서울특별시 마포구 아현동  348번지 15호  ,20021124,영업정지 3월,식품위생법,유흥접객원 고용영업 1차  
20030103,19770069028,진미식당,"서울특별시 마포구 백범로1길 12, (노고산동)",서울특별시 마포구 노고산동  31번지 33호  ,20021227,시설개수명령 및 시정명령(2003.1.24),식품위생법,"조리장 위생불량, 이물질 혼입  "
20030108,20020069863,옛마을주점,"서울특별시 마포구 어울마당로 111-1, (동교동)",서울특별시 마포구 동교동  163번지 6호  ,20021231,시정명령(2003.1.28),식품위생법,가격표 비치 및 표시위반  
20030115,19930069440,필,"서울특별시 마포구 월드컵로3길 28, (합정동)",서울특별시 마포구 합정동  386번지 12호  ,20021004,영업정지3월(2003.1.17~4.16까지),식품위생법,유흥접객원고용영업  
20030115,19960069007,스텀퍼스,"서울특별시 마포구 와우산로 76, (서교동,지하1층)",서울특별시 마포구 서교동  361번지 17호  지하1층,20021225,시설개수명령(2003.2.4까지),식품위생법,무도장 설치영업  
20030207,19840069018,투다리,"서울특별시 마포구 신촌로12길 20, (동교동)",서울특별시 마포구 동교동  186번지 7호  ,20021220,영업정지2월,식품위생법,청소년주류제공영업  
20030210,20020069617,미봉,,서울특별시 마포구 공덕동  232번지 7호  ,20030203,시설개수명령(2003.3.5까지),식품위생법,객실내 음향기기설치  
20030210,20030069003,풀코스,"서울특별시 마포구 삼개로 10-1, (도화동,지층)",서울특별시 마포구 도화동  250번지 8호  지층,20030203,시설개수명령(2003.3.5까지),식품위생법,객실내음향기기설치
20030217,20020070215,팔도강산,"서울특별시 마포구 대흥로 83, (대흥동,신동빌딩 지하1층)",서울특별시 마포구 대흥동  298번지  신동빌딩 지하1층,20030216,시설개수명령(03.2.17),식품위생법,무도장설치
20030224,19890069192,꾸꾸루꾸바베큐,"서울특별시 마포구 백범로 98, (대흥동)",서울특별시 마포구 대흥동  265번지 1호  ,20030110,영업정지(2003.3.7~5.6까지),식품위생법,청소년주류제공  
20030224,19980069784,청학동,,서울특별시 마포구 도화동  181번지 31호  ,20030114,영업정지 갈음 과징금182만원 및 시설개수명령(03.3.20까지),식품위생법,조리장시설(위생)불량
20030224,20030069054,로맨스,"서울특별시 마포구 홍익로5길 33, (서교동,지하1층)",서울특별시 마포구 서교동  355번지 18호  지하1층,20030219,시설개수명령(2003.3.20까지),식품위생법,객실내음향기기설치  
20030314,19990069088,로맨스,"서울특별시 마포구 백범로 165, (공덕동)",서울특별시 마포구 공덕동  426번지 19호  ,20030212,시설개수명령(2003.4.10),식품위생법,객음내음향기기설치  
20030320,19990070288,참맛서서갈비,,서울특별시 마포구 합정동  392번지 3호  ,20030204,영업정지2월(2003.4.3~6.2까지),식품위생법,청소년주류제공
20030320,19940069330,요모조모,"서울특별시 마포구 어울마당로 107, (동교동,2층)",서울특별시 마포구 동교동  163번지 8호  2층,20030320,영업정지 갈음 과징금 660만원,식품위생법,청소년주류제공
20030320,20020069418,해성주점,"서울특별시 마포구 신촌로 234, (아현동)",서울특별시 마포구 아현동  347번지 13호  ,20030207,"영업정지 갈음 과징금120만원 및 고발,시정명령",식품위생법,반주시설을 갖추고 손님이 노래를 부르도록 허용 업종(상호)혼돈표기
20030325,20020069222,통아저씨,,서울특별시 마포구 아현동  291번지 1호  ,20021208,영업정지 갈음 과징금300만원,식품위생법,청소년주류제공
20030331,20010069870,둘둘치킨,,서울특별시 마포구 용강동  115번지 25호  ,20021130,영업정지1월(2003.4.10~5.9까지),식품위생법,청소년주류제공영업
20030331,20030069030,휠,"서울특별시 마포구 포은로 12, (합정동)",서울특별시 마포구 합정동  393번지 20호  ,20030218,영업정지3월,식품위생법,유흥접객원고용영업
20030331,20000069794,배꽃들의 이야기,"서울특별시 마포구 마포대로14가길 10, (공덕동,B1)",서울특별시 마포구 공덕동  105번지 200호  B1,20020927,시설개수명령(2003.4.20까지),식품위생법,객실내음향기기설치
20030331,19930069528,성우서서갈비,,서울특별시 마포구 용강동  114번지 6호  ,20021111,영업정지2월,식품위생법,청소년주류제공영업
20030331,20000069180,이에프,"서울특별시 마포구 도화길 44, (도화동,지하1층)",서울특별시 마포구 도화동  182번지 9호  지하1층,20011025,영업정지1월15일(2003.4.10~5.24),식품위생법,유흥접객원고용영업
20030404,19990069862,태양,"서울특별시 마포구 대흥로 163-2, (대흥동)",서울특별시 마포구 대흥동  18번지 7호  ,20030213,영업정지 갈음 과징금120만원,식품위생법,"사행행위(업소내 오락,게임기설치)영업"
20030404,19950069659,그랑데뷰,"서울특별시 마포구 양화로19길 22, (동교동)",서울특별시 마포구 동교동  154번지 32호  ,20030208,영업정지2월(2003.4.17~6.16),식품위생법,청소년주류제공
20030408,19960069866,동원참치망원점,"서울특별시 마포구 망원로11길 24, (망원동)",서울특별시 마포구 망원동  481번지 9호  ,20030403,시설개수명령(2003.4.30까지),식품위생법,조리장 위생상태 불량
20030408,20010069362,준경양식,,서울특별시 마포구 용강동  40번지 1호  (지하1층),20030328,시정명령(2003.4.30까지),식품위생법,상호표기위반
20030423,20020069374,괜찮아요,"서울특별시 마포구 월드컵로 137, (망원동)",서울특별시 마포구 망원동  478번지 5호  ,20030423,시설개수명령(2003.5.20),식품위생법,무허가 유흥주점영업
20030428,19980069591,동막집,"서울특별시 마포구 월드컵북로 6, (동교동)",서울특별시 마포구 동교동  161번지 8호  ,20030424,시설개수명령(2003.5.20),식품위생법,냉동.냉장시설을 갖추고 적정온도 미유지
20030428,19990070066,천하일품,"서울특별시 마포구 삼개로 16, (도화동)",서울특별시 마포구 도화동  250번지 4호  ,20030325,영업정지15일 갈음 과징금330만원,식품위생법,"유통기한 경과제품 조리,판매목적보관"
20030428,20010069960,타임,"서울특별시 마포구 토정로 305, (용강동)",서울특별시 마포구 용강동  43번지 6호  ,20030320,영업정지15일 갈음 과징금90만원,식품위생법,식사류미취급
20030428,19880069089,태평양메들리,,서울특별시 마포구 용강동  116번지 5호  ,20030227,영업정지1월(2003.5.9~6.8),식품위생법,음향반주시설 갖추고 손님노래허용
20030501,19980069758,컨츄리꼬꼬,"서울특별시 마포구 잔다리로2길 23, (서교동,1층)",서울특별시 마포구 서교동  366번지 3호  1층,20030322,영업정지 1월(2003.5.2~6.1),식품위생법,청소년 주류제공
20030512,19940069200,아람,"서울특별시 마포구 토정로 208, 지1-동 1호호 (현석동)",서울특별시 마포구 현석동  4번지 4호 지1- -1호,20030305,영업정지1월(5.22~6.21),식품위생법,단란주점형태 영업
20030512,20010069722,더맛존숯불바베큐,"서울특별시 마포구 포은로 48, (합정동)",서울특별시 마포구 합정동  434번지 1호  ,20030315,영업정지2월(5.22~7.21),식품위생법,청소년주류제공
20030515,19960069155,기소야마포점,,서울특별시 마포구 도화동  6번지 0호 407. 삼성프라자-408,20030509,시설개수명령(2003.6.10),식품위생법,"조리장시설불량(배수,조리장위생불량)"
20030515,19910069022,선어도,"서울특별시 마포구 홍익로5길 13, (서교동,1층)",서울특별시 마포구 서교동  355번지 2호  1층,20030513,시설개수명령(2003.6.10),식품위생법,"조리장시설불량(배수,환기,식품위생관리)"
20030515,20000069684,시실리,"서울특별시 마포구 큰우물로 76, (도화동,고려빌딩지하23호)",서울특별시 마포구 도화동  544번지 0호  고려빌딩지하23호,20030506,시설개수명령(2003.6.10),식품위생법,"객실내 음향기기,특수조명장치 설치 "
20030515,20010069591,다다,"서울특별시 마포구 월드컵북로 34, (동교동,지하1층)",서울특별시 마포구 동교동  205번지 3호  지하1층,20030304,시설개수명령(2003.6.10),식품위생법,"객실내 음향,반주시설 설치"
20030515,20000069563,보성관광식당,"서울특별시 마포구 월드컵북로5길 16, (서교동)",서울특별시 마포구 서교동  449번지 39호  ,20030513,시설개수명령(2003.6.10),식품위생법,냉동.냉장시설을 갖추고 적정온도 미유지
20030520,19810069050,영빈회관,"서울특별시 마포구 양화로 104, (서교동,.15(지하1층.1층))",서울특별시 마포구 서교동  371번지 14호  .15(지하1층.1층),20030514,시설개수명령(2003.6.15),식품위생법,냉동.냉장시설을 갖추고 적정온도 미유지
20030520,19930069898,더잘,"서울특별시 마포구 와우산로 75, (서교동)",서울특별시 마포구 서교동  362번지 7호  ,20030515,시설개수명령(2003.6.15),식품위생법,"조리장시설불량(환기,닥트위생)"
20030520,19950069799,솔로몬,"서울특별시 마포구 와우산로17길 19-5, (서교동)",서울특별시 마포구 서교동  409번지 18호  ,20030515,시설개수명령(2003.6.15),식품위생법,"조리장시설불량(바닥,배수불량)"
