manage_id,permission_date,legacy_address,address,store_name
3130000-101-1970-02282,1970.12.17,"서울특별시 마포구 용강동 494-61번지 2층, 3층 ","서울특별시 마포구 토정로 268 (용강동,2층, 3층)",부영각
3130000-101-1971-00749,1971.11.4,서울특별시 마포구 용강동 40-1번지 ,서울특별시 마포구 토정로 313 (용강동),태순집
3130000-101-1971-00754,1971.6.2,서울특별시 마포구 용강동 50-14 ,"서울특별시 마포구 토정로 312 (용강동, 2층)",마포옥하우스
3130000-101-1971-08714,1971.11.23,서울특별시 마포구 도화동 179-7 ,서울특별시 마포구 새창로2길 13 (도화동),도화곱창
3130000-101-1973-00744,1973.8.23,서울특별시 마포구 용강동 43-2 ,서울특별시 마포구 토정로 311 (용강동),조박집투
3130000-101-1976-00632,1976.1.8,서울특별시 마포구 도화동 343-1번지 ,서울특별시 마포구 도화2길 4 (도화동),외백
3130000-101-1976-00926,1976.9.1,서울특별시 마포구 염리동 148-24번지 ,서울특별시 마포구 백범로 127-20 (염리동),태종대
3130000-101-1976-02360,1976.12.6,서울특별시 마포구 합정동 393-20 ,서울특별시 마포구 포은로 12 (합정동),주과려
3130000-101-1976-03765,1976.11.5,서울특별시 마포구 아현동 618-8번지 외3필지 1F ,"서울특별시 마포구 마포대로 179 (아현동,외3필지 1F)",빽다방 마포경찰서점
3130000-101-1976-04317,1976.5.28,서울특별시 마포구 노고산동 54-28번지 지하1층 일부 ,"서울특별시 마포구 신촌로16길 20 (노고산동,지하1층 일부)",엘피와음악사랑
3130000-101-1977-00595,1977.9.23,서울특별시 마포구 도화동 335-2번지 ,"서울특별시 마포구 도화길 20-4 (도화동, 1층)",한양설농탕
3130000-101-1977-01046,1977.4.4,서울특별시 마포구 노고산동 31-23번지 ,"서울특별시 마포구 신촌로20길 12 (노고산동, 1층 일부)",벌떼식당
3130000-101-1977-01055,1977.10.13,서울특별시 마포구 노고산동 54-2 ,서울특별시 마포구 신촌로12가길 36 (노고산동),사랑채
3130000-101-1978-00573,1978.5.29,서울특별시 마포구 도화동 343-2번지 ,서울특별시 마포구 도화길 22 (도화동),마포원조삼계탕
3130000-101-1979-00347,1979.2.1,서울특별시 마포구 공덕동 119-45 ,"서울특별시 마포구 마포대로14길 16, 1층 (공덕동)",신촌식당
3130000-101-1980-00354,1980.4.26,서울특별시 마포구 공덕동 242-38 지상1층지하1층 ,"서울특별시 마포구 마포대로12길 35 (공덕동,지상1층지하1층)",마포나루김치찌개
3130000-101-1980-02279,1980.9.27,서울특별시 마포구 용강동 43-7 ,"서울특별시 마포구 토정로 303, 1,2층 (용강동)",카나
3130000-101-1980-07848,1980.10.30,서울특별시 마포구 도화동 343-2번지 ,서울특별시 마포구 도화길 22-3 (도화동),마미치킨
3130000-101-1981-00519,1981.6.24,서울특별시 마포구 도화동 194-22번지 1층 ,"서울특별시 마포구 도화길 50-6, 1층 (도화동)",오목집마포점
3130000-101-1981-00733,1981.9.7,서울특별시 마포구 용강동 45-16 ,"서울특별시 마포구 토정로32길 3 (용강동, 1층)",남도 사계절 맛집
3130000-101-1981-02292,1981.7.13,서울특별시 마포구 염리동 148-13 ,"서울특별시 마포구 백범로 133 (염리동, 1층)",컴포즈커피 마포공덕점(Composecoffee 마포공덕점)
3130000-101-1981-04321,1981.8.26,서울특별시 마포구 노고산동 107-97번지 ,서울특별시 마포구 백범로 14 (노고산동),노고산갈비
3130000-101-1981-07557,1981.12.12,서울특별시 마포구 도화동 179-1 ,서울특별시 마포구 도화길 35 (도화동),크레프트한스
3130000-101-1982-03377,1982.7.12,서울특별시 마포구 공덕동 105-77번지 ,서울특별시 마포구 마포대로14길 8 (공덕동),먹태에 꼬치다
3130000-101-1983-00520,1983.8.9,서울특별시 마포구 도화동 38-2 ,서울특별시 마포구 새창로 20 (도화동),최연탄
3130000-101-1983-00928,1983.12.17,서울특별시 마포구 염리동 147-28 ,"서울특별시 마포구 숭문길 18, 1층 (염리동)",금화 갈매기
3130000-101-1983-01145,1983.2.5,서울특별시 마포구 구수동 56-6번지 ,서울특별시 마포구 창전로 54 (구수동),마포칼국수
3130000-101-1983-01146,1983.11.9,서울특별시 마포구 신수동 86-3번지 1층동 ,"서울특별시 마포구 백범로 48, 1층동 (신수동)",용궁설렁탕
3130000-101-1983-01804,1983.8.23,서울특별시 마포구 망원동 484-1 1층 ,"서울특별시 마포구 월드컵로 105 (망원동,1층)",청기와식당
3130000-101-1983-04236,1983.5.17,"서울특별시 마포구 염리동 147-5번지 지상1층, 지하1층 ","서울특별시 마포구 숭문길 26 (염리동,지상1층, 지하1층)",을밀대
3130000-101-1983-06912,1983.11.15,서울특별시 마포구 염리동 168-9 재화스퀘어 ,"서울특별시 마포구 독막로 311, 재화스퀘어 지하1층 B104호 (염리동)",황태뚝배기해장국
3130000-101-1984-00589,1984.11.9,서울특별시 마포구 도화동 250-10번지 ,"서울특별시 마포구 도화길 6-3, 1층 (도화동)",솥밥삼겹살
3130000-101-1984-00745,1984.6.16,서울특별시 마포구 용강동 39-1 우성연립 ,"서울특별시 마포구 토정로37길 9, E동 8, 9호 (용강동, 우성연립)",석양집
3130000-101-1984-00929,1984.4.12,서울특별시 마포구 염리동 148-33,"서울특별시 마포구 숭문길 6 (염리동, 1층)",예산한우
3130000-101-1984-01397,1984.1.10,서울특별시 마포구 서교동 449-35번지 1층동 ,"서울특별시 마포구 월드컵북로 41, 1층동 (서교동)",마산집식당
3130000-101-1984-01894,1984.1.4,서울특별시 마포구 망원동 482-5번지 ,"서울특별시 마포구 망원로11길 6 (망원동, 1층)",푸짐한밥상
3130000-101-1984-01944,1984.12.20,서울특별시 마포구 연남동 227-1번지 1층 ,"서울특별시 마포구 연희로 35 (연남동,1층)",코리아
3130000-101-1984-02309,1984.1.25,서울특별시 마포구 신수동 39-2 ,서울특별시 마포구 독막로 240 (신수동),국빈
3130000-101-1984-02355,1984.3.29,서울특별시 마포구 합정동 372-21번지 ,"서울특별시 마포구 성지1길 6 (합정동, 1층)",컬투치킨 합정사랑점
3130000-101-1984-03026,1984.5.31,서울특별시 마포구 서교동 358-32번지 1F동 ,"서울특별시 마포구 와우산로21길 8, 1F동 (서교동)",국시와가래떡
3130000-101-1984-03766,1984.5.31,서울특별시 마포구 아현동 613-33 ,"서울특별시 마포구 마포대로 207, 1,2층 (아현동)",둘둘치킨애오개점
3130000-101-1984-03976,1984.10.26,서울특별시 마포구 도화동 343-2번지 1층 ,서울특별시 마포구 도화길 22 (도화동),장공당떡군
3130000-101-1984-04121,1984.1.25,서울특별시 마포구 대흥동 12-19번지 ,서울특별시 마포구 신촌로 178-4 (대흥동),토담식당
3130000-101-1984-04836,1984.2.27,서울특별시 마포구 동교동 186-7번지 ,서울특별시 마포구 신촌로12길 20 (동교동),투다리
3130000-101-1985-00199,1985.3.4,서울특별시 마포구 아현동 347-5번지 지층동 ,"서울특별시 마포구 신촌로28가길 35, 지층동 (아현동)",대풍
3130000-101-1985-00270,1985.7.15,서울특별시 마포구 공덕동 105-94 ,"서울특별시 마포구 마포대로16길 8, 1층 (공덕동)",수저가
3130000-101-1985-00574,1985.5.25,서울특별시 마포구 도화동 536-0 정우 지1-동 5호호,"서울특별시 마포구 토정로37길 46, 지1-동 5호호 (도화동,정우)",명동칼국수
3130000-101-1985-00641,1985.5.25,서울특별시 마포구 도화동 536번지 ,"서울특별시 마포구 토정로37길 46 (도화동, 정우상가 지하1층 25호)",킹왕짱라볶이
3130000-101-1985-00731,1985.1.16,서울특별시 마포구 용강동 26-2 ,서울특별시 마포구 토정로37길 21 (용강동),신강양꼬치
3130000-101-1985-01580,1985.1.29,서울특별시 마포구 동교동 158-9 ,"서울특별시 마포구 동교로 182-3 (동교동, 1층)",고등애
3130000-101-1985-01707,1985.1.19,서울특별시 마포구 합정동 383-26 ,"서울특별시 마포구 월드컵로1길 17, 1층 (합정동)",양화정
3130000-101-1985-01893,1985.12.10,서울특별시 마포구 망원동 476-1번지 ,서울특별시 마포구 방울내로 82 (망원동),일등식당
3130000-101-1985-02308,1985.1.16,서울특별시 마포구 구수동 76-1 ,"서울특별시 마포구 토정로 196, 2층 (구수동)",마포장
3130000-101-1985-02570,1985.12.27,서울특별시 마포구 공덕동 256-13 ,"서울특별시 마포구 만리재로 15 (공덕동, 제일빌딩 1층 1호,2호)",생활맥주 공덕제일점
3130000-101-1985-02670,1985.11.1,서울특별시 마포구 도화동 6-51 ,서울특별시 마포구 도화길 26 (도화동),크롬바커
3130000-101-1985-04299,1985.1.30,서울특별시 마포구 노고산동 31-113 ,서울특별시 마포구 고산길 12 (노고산동),카스타운
3130000-101-1985-05216,1985.9.21,서울특별시 마포구 연남동 228-1 ,"서울특별시 마포구 성미산로 190 (연남동, 1층)",뭉텅 연남점
3130000-101-1985-05463,1985.9.5,서울특별시 마포구 용강동 19-5 ,서울특별시 마포구 큰우물로 66 (용강동),신의주찹쌀순대
3130000-101-1985-07763,1985.7.9,서울특별시 마포구 동교동 161-17 ,"서울특별시 마포구 월드컵북로2길 5 (동교동, 1층)",하남돼지집 홍대입구역점
3130000-101-1985-08174,1985.10.8,서울특별시 마포구 동교동 206-1번지 ,"서울특별시 마포구 월드컵북로 18 (동교동, 1층)",부산집
3130000-101-1986-00193,1986.2.4,서울특별시 마포구 아현동 347-5번지 1층 ,"서울특별시 마포구 신촌로28가길 35 (아현동,1층)",유황생오리
3130000-101-1986-00728,1986.3.21,서울특별시 마포구 용강동 51-1 ,서울특별시 마포구 토정로 314 (용강동),조이펍
3130000-101-1986-01697,1986.1.11,서울특별시 마포구 합정동 393-7 ,"서울특별시 마포구 월드컵로1길 48 (합정동, 1층)",경성양꼬치
3130000-101-1986-01704,1986.12.4,서울특별시 마포구 합정동 383-3번지 ,서울특별시 마포구 월드컵로1길 5 (합정동),옹기골바베큐
3130000-101-1986-02238,1986.10.2,서울특별시 마포구 아현동 331-26번지 ,"서울특별시 마포구 신촌로32길 3-14 (아현동, 1층)",신난향꿀짜장
3130000-101-1986-02571,1986.5.9,서울특별시 마포구 공덕동 256-13 제일빌딩 1층동 2호호,"서울특별시 마포구 만리재로 15, 1층동 2호호 (공덕동,제일빌딩)",사하라
3130000-101-1986-03692,1986.9.1,서울특별시 마포구 아현동 282-1번지 ,"서울특별시 마포구 굴레방로 11 (아현동, 1층)",날아라 생선
3130000-101-1986-03984,1986.10.31,서울특별시 마포구 도화동 345-4 1층 ,"서울특별시 마포구 도화2길 3 (도화동,1층)",코끼리분식
3130000-101-1987-00516,1987.7.24,서울특별시 마포구 도화동 25-11 ,서울특별시 마포구 새창로 21 (도화동),원조갈매기&곱깨비
3130000-101-1987-00773,1987.7.10,서울특별시 마포구 용강동 43-5 ,서울특별시 마포구 토정로 307 (용강동),김박사손칼국수
3130000-101-1987-01010,1987.4.17,서울특별시 마포구 노고산동 49-6번지 ,서울특별시 마포구 신촌로12가길 33 (노고산동),찜땍
3130000-101-1987-01152,1987.11.17,서울특별시 마포구 신수동 10-2 ,서울특별시 마포구 백범로 68 (신수동),코코가츠
3130000-101-1987-02386,1987.5.9,서울특별시 마포구 연남동 568-23 (1층),"서울특별시 마포구 동교로27길 41 (연남동,(1층))",항저우 샤롱바오
3130000-101-1987-03027,1987.9.7,서울특별시 마포구 서교동 407-3 ,서울특별시 마포구 와우산로 63 (서교동),오닉스 서울
3130000-101-1987-03052,1987.11.10,서울특별시 마포구 서교동 407-25 ,"서울특별시 마포구 잔다리로 9, 1층 (서교동)",온달집
3130000-101-1987-03931,1987.3.26,서울특별시 마포구 도화동 181-6 ,서울특별시 마포구 도화길 49 (도화동),숙련도 2층
3130000-101-1987-04524,1987.10.30,서울특별시 마포구 서교동 358-29번지 ,"서울특별시 마포구 와우산로 91 (서교동, 1층)",르브와
3130000-101-1988-00367,1988.9.6,서울특별시 마포구 공덕동 110-59번지 ,"서울특별시 마포구 만리재옛길 56 (공덕동, 1층)",오리도시
3130000-101-1988-00775,1988.6.14,서울특별시 마포구 용강동 40-5 ,서울특별시 마포구 토정로 315 (용강동),전주향
3130000-101-1988-00933,1988.7.29,서울특별시 마포구 염리동 172-15 ,서울특별시 마포구 독막로 308 (염리동),마포낙지한마리수제비
3130000-101-1988-01890,1988.2.16,서울특별시 마포구 망원동 478-1 ,서울특별시 마포구 월드컵로29길 7 (망원동),홍어전문점
3130000-101-1988-02047,1988.11.1,서울특별시 마포구 성산동 242-14번지 ,"서울특별시 마포구 잔다리로 134 (성산동, 1층)",서교전집
3130000-101-1988-02680,1988.6.15,"서울특별시 마포구 도화동 173-0 삼창프라자 B1-73,74 ","서울특별시 마포구 마포대로 63-8 (도화동,삼창프라자 B1-73,74)",승
3130000-101-1988-04238,1988.7.12,서울특별시 마포구 염리동 173-29 ,"서울특별시 마포구 토정로37길 41 (염리동, 하나프라자 1층)",테라21
3130000-101-1988-04958,1988.10.17,서울특별시 마포구 합정동 383-14번지 ,"서울특별시 마포구 양화로 27 (합정동, 1층)",마포소금구이
3130000-101-1989-00273,1989.4.8,서울특별시 마포구 공덕동 25-20 ,서울특별시 마포구 만리재옛길 72 (공덕동),길목식당
3130000-101-1989-00368,1989.2.25,서울특별시 마포구 공덕동 255-5 ,서울특별시 마포구 만리재로1길 3 (공덕동),마포진짜원조최대포집
3130000-101-1989-00513,1989.12.15,서울특별시 마포구 도화동 182-16번지 1층 ,"서울특별시 마포구 도화길 48-6 (도화동,1층)",장수갈매기
3130000-101-1989-00576,1989.2.16,서울특별시 마포구 도화동 201-5 ,서울특별시 마포구 도화길 12-3 (도화동),서산꽃게전문점
3130000-101-1989-00582,1989.9.4,서울특별시 마포구 도화동 173-0 삼창빌딩 지1동 43호,"서울특별시 마포구 마포대로 63-8, 지1동 43호 (도화동,삼창빌딩)",다래분식
3130000-101-1989-00603,1989.6.15,서울특별시 마포구 도화동 538번지 성지빌딩 지하14호 ,"서울특별시 마포구 큰우물로 75 (도화동,성지빌딩 지하14호)",마포김치찌개
3130000-101-1989-00604,1989.5.11,서울특별시 마포구 도화동 334-3 ,서울특별시 마포구 도화길 18 (도화동),도화 메밀촌
3130000-101-1989-00762,1989.6.8,"서울특별시 마포구 용강동 508 e-편한세상 마포3차아파트 단지내상가 B105, B106호 ","서울특별시 마포구 토정로31길 24 (용강동, e-편한세상 마포3차아파트 단지내상가 B105, B106호)",카페 진미한옥
3130000-101-1989-01251,1989.2.28,서울특별시 마포구 상수동 327-6 1층 ,"서울특별시 마포구 와우산로 25 (상수동,1층)",미블링
3130000-101-1989-01354,1989.12.8,서울특별시 마포구 서교동 352-16 1F ,"서울특별시 마포구 월드컵북로1길 20 (서교동,1F)",여우골초밥
3130000-101-1989-01436,1989.2.10,서울특별시 마포구 서교동 358-94번지 ,"서울특별시 마포구 홍익로 3-11 (서교동, 1층)",준이네 카레
3130000-101-1989-03303,1989.7.27,서울특별시 마포구 성산동 533-1번지 D-11 ,"서울특별시 마포구 월드컵로 235 (성산동,D-11)",장모님보쌈
3130000-101-1989-03388,1989.9.22,서울특별시 마포구 공덕동 240-19 ,서울특별시 마포구 마포대로12길 17 (공덕동),백세칼국수
3130000-101-1989-03513,1989.12.14,서울특별시 마포구 망원동 482-3번지 ,"서울특별시 마포구 망원로 97 (망원동, 1층)",빈대떡마을
3130000-101-1989-06686,1989.1.20,서울특별시 마포구 망원동 483-5 ,"서울특별시 마포구 망원로11길 3, 1층 (망원동)",신화루
3130000-101-1989-08715,1989.3.13,서울특별시 마포구 합정동 383-23번지 ,서울특별시 마포구 양화로3길 10 (합정동),펀비어킹
3130000-101-1990-00780,1990.5.22,서울특별시 마포구 용강동 494-32 ,"서울특별시 마포구 토정로 255, 1층 (용강동)",램랜드
3130000-101-1990-01016,1990.9.4,서울특별시 마포구 노고산동 19-39번지 ,서울특별시 마포구 고산7길 25 (노고산동),대전해장국집
3130000-101-1990-01155,1990.5.7,서울특별시 마포구 신수동 49-3번지 ,"서울특별시 마포구 독막로31길 12 (신수동, 1층 일부)",신미식당
3130000-101-1990-01374,1990.6.14,서울특별시 마포구 서교동 371-4 ,서울특별시 마포구 양화로16길 10 (서교동),백년토종삼계탕 별관
3130000-101-1990-01963,1990.11.21,서울특별시 마포구 연남동 260-28 1층,"서울특별시 마포구 동교로 240 (연남동,1층)",유키모찌 연남점
3130000-101-1990-02876,1990.11.5,서울특별시 마포구 신수동 81-100 ,"서울특별시 마포구 백범로 40, 지1층 (신수동)",덮당(堂)
3130000-101-1990-03010,1990.7.27,서울특별시 마포구 서교동 448-38 1F ,"서울특별시 마포구 월드컵북로5길 21 (서교동,1F)",블런트(BLUNT)
3130000-101-1990-03418,1990.7.27,서울특별시 마포구 도화동 290-10 1층동 ,"서울특별시 마포구 마포대로4나길 7, 1층동 (도화동)",예촌
3130000-101-1990-03697,1990.4.20,서울특별시 마포구 아현동 346-42번지 ,서울특별시 마포구 굴레방로9길 48 (아현동),충북통닭
3130000-101-1990-03790,1990.9.6,서울특별시 마포구 공덕동 7-88번지 ,서울특별시 마포구 효창원로 244 (공덕동),멕시칸
3130000-101-1991-00196,1991.12.27,서울특별시 마포구 아현동 326-28번지 ,서울특별시 마포구 신촌로34길 25-4 (아현동),호남식당
3130000-101-1991-00274,1991.9.14,서울특별시 마포구 공덕동 111-234번지 ,서울특별시 마포구 효창목길 15 (공덕동),동부 숯불갈비
3130000-101-1991-00372,1991.4.24,서울특별시 마포구 공덕동 404번지 풍림빌딩 215호 ,"서울특별시 마포구 마포대로 127 (공덕동,풍림빌딩 215호)",호미곶막회물회
3130000-101-1991-00618,1991.11.28,서울특별시 마포구 도화동 179-15번지 ,"서울특별시 마포구 새창로2길 15 (도화동, 1층)",소문난쭈꾸미마포본점
3130000-101-1991-01018,1991.3.13,서울특별시 마포구 노고산동 49-5번지 1층 ,"서울특별시 마포구 신촌로12가길 35 (노고산동,1층)",돈동삼겹살
3130000-101-1991-01025,1991.11.30,서울특별시 마포구 노고산동 54-10번지 ,서울특별시 마포구 신촌로12가길 30-4 (노고산동),풍년식당
3130000-101-1991-01324,1991.8.26,서울특별시 마포구 서교동 376-8 1층 ,"서울특별시 마포구 월드컵북로1길 72 (서교동,1층)",합정영양탕
3130000-101-1991-01362,1991.1.28,서울특별시 마포구 서교동 465-11 ,서울특별시 마포구 잔다리로 78 (서교동),서교밥집
3130000-101-1991-01559,1991.12.4,서울특별시 마포구 동교동 163-3 1.2층,"서울특별시 마포구 어울마당로 115 (동교동,1.2층)",BBQ 홍대입구점
3130000-101-1991-01575,1991.6.5,서울특별시 마포구 동교동 163-7 ,"서울특별시 마포구 어울마당로 111 (동교동, 1층)",홍대제면소
3130000-101-1991-01722,1991.3.7,서울특별시 마포구 합정동 372-24번지 ,서울특별시 마포구 성지길 11 (합정동),보은식당
3130000-101-1991-02016,1991.11.29,서울특별시 마포구 성산동 292-2 ,"서울특별시 마포구 성미산로 4, 1층 (성산동)",명륜진사갈비 마포성산점
3130000-101-1991-02260,1991.5.28,서울특별시 마포구 신공덕동 2-463번지 ,서울특별시 마포구 임정로 55-1 (신공덕동),신성각
3130000-101-1991-02283,1991.12.28,서울특별시 마포구 합정동 395-4 1층 ,"서울특별시 마포구 포은로 25 (합정동,1층)",돈까스광명
3130000-101-1991-03826,1991.9.6,서울특별시 마포구 공덕동 256-13 제일빌딩 ,"서울특별시 마포구 만리재로 15, 제일빌딩 1층 117호 (공덕동)",레벤호프
3130000-101-1991-03932,1991.4.19,서울특별시 마포구 도화동 25-2 ,"서울특별시 마포구 새창로 13 (도화동, 2층)",지중해참치
3130000-101-1991-03991,1991.11.25,서울특별시 마포구 도화동 161-1 ,서울특별시 마포구 삼개로 28-3 (도화동),호남식당
3130000-101-1991-04565,1991.1.21,서울특별시 마포구 서교동 360-24번지 ,"서울특별시 마포구 와우산로 66 (서교동, 1층)",신주양꼬치
3130000-101-1991-04957,1991.4.25,서울특별시 마포구 합정동 433-61번지 ,서울특별시 마포구 포은로 52 (합정동),페리카나치킨
3130000-101-1991-07191,1991.2.11,서울특별시 마포구 서교동 358-46,"서울특별시 마포구 와우산로21길 34, 지하1층 (서교동)",라로사
3130000-101-1992-00247,1992.8.13,서울특별시 마포구 아현동 618-23 ,"서울특별시 마포구 마포대로 179-1, 1층 (아현동)",원당 감자탕
3130000-101-1992-00378,1992.7.24,서울특별시 마포구 공덕동 256-21 ,서울특별시 마포구 만리재로1길 8 (공덕동),무공해숯불갈비
3130000-101-1992-00379,1992.8.17,서울특별시 마포구 공덕동 256-20번지 ,서울특별시 마포구 만리재로1길 14 (공덕동),영광식당
3130000-101-1992-00380,1992.8.17,서울특별시 마포구 공덕동 242-34 ,서울특별시 마포구 마포대로12길 26 (공덕동),해물기와
3130000-101-1992-00381,1992.8.17,서울특별시 마포구 공덕동 254-0번지 ,서울특별시 마포구 마포대로 122 (공덕동),전주뼈다귀해장국
3130000-101-1992-00388,1992.8.17,서울특별시 마포구 공덕동 22-20번지 ,서울특별시 마포구 만리재옛8길 4 (공덕동),마포식당
3130000-101-1992-00575,1992.2.12,서울특별시 마포구 도화동 308-1번지 ,서울특별시 마포구 도화길 14-5 (도화동),서울큰입탕
3130000-101-1992-00622,1992.7.21,서울특별시 마포구 도화동 336-1 ,서울특별시 마포구 도화길 22-4 (도화동),숙련도 신관
3130000-101-1992-00635,1992.7.1,서울특별시 마포구 도화동 205-1 ,서울특별시 마포구 삼개로5길 8 (도화동),육즙터
3130000-101-1992-00736,1992.7.16,서울특별시 마포구 용강동 45-21번지 1층 ,서울특별시 마포구 마포대로1길 26 (용강동),성우서서소갈비
3130000-101-1992-00742,1992.10.10,서울특별시 마포구 용강동 115-21 ,"서울특별시 마포구 토정로 277-1, 1층 (용강동)",마포원조元마산아구찜
3130000-101-1992-00768,1992.6.2,서울특별시 마포구 용강동 40-2 ,"서울특별시 마포구 토정로 319, 지상2층 (용강동)",바바
3130000-101-1992-00784,1992.11.4,서울특별시 마포구 용강동 122-13 ,서울특별시 마포구 토정로 290 (용강동),어로가
3130000-101-1992-00846,1992.6.3,서울특별시 마포구 대흥동 2-50번지 ,서울특별시 마포구 대흥로28길 3 (대흥동),부성감자탕
3130000-101-1992-01142,1992.4.17,서울특별시 마포구 신수동 448-23번지 ,서울특별시 마포구 토정로 224 (신수동),고향식당
3130000-101-1992-01406,1992.11.12,서울특별시 마포구 서교동 352-31 1층동 ,"서울특별시 마포구 월드컵북로1길 26, 1층동 (서교동)",서가네 식당
3130000-101-1992-01565,1992.12.9,서울특별시 마포구 동교동 161-14 ,"서울특별시 마포구 동교로 182-6 (동교동, 1층)",불이아
3130000-101-1992-01571,1992.12.29,서울특별시 마포구 동교동 164-11 ,"서울특별시 마포구 어울마당로 125, 1층 (동교동)",치킨앤카레군 홍대점
3130000-101-1992-01803,1992.8.22,서울특별시 마포구 망원동 485-1번지 ,서울특별시 마포구 망원로 92 (망원동),또또칼국수
3130000-101-1992-02107,1992.12.16,서울특별시 마포구 성산동 466-6번지 ,서울특별시 마포구 월드컵북로 221 (성산동),하우돈곱창
3130000-101-1992-02802,1992.9.9,서울특별시 마포구 염리동 172-1 ,서울특별시 마포구 독막로 312 (염리동),일야커피
3130000-101-1992-03792,1992.11.6,서울특별시 마포구 공덕동 111-187번지 ,서울특별시 마포구 효창목4길 25 (공덕동),페리카나
3130000-101-1992-03840,1992.8.26,서울특별시 마포구 공덕동 256-21번지 ,"서울특별시 마포구 만리재로1길 8 (공덕동, 1층)",월드호프치킨
3130000-101-1992-03933,1992.1.17,서울특별시 마포구 도화동 183-13번지 ,서울특별시 마포구 새창로 14 (도화동),을지로골뱅이
3130000-101-1992-04112,1992.4.9,서울특별시 마포구 대흥동 328-1번지 ,서울특별시 마포구 독막로 247-1 (대흥동),루비
3130000-101-1992-04295,1992.10.29,서울특별시 마포구 노고산동 54-41 ,서울특별시 마포구 신촌로14길 19 (노고산동),국향
3130000-101-1992-04312,1992.12.14,서울특별시 마포구 노고산동 31-110 지하1층 ,"서울특별시 마포구 고산길 16 (노고산동,지하1층)",옹고집
3130000-101-1992-04841,1992.7.8,서울특별시 마포구 동교동 164-11 ,"서울특별시 마포구 어울마당로 125, 지하1층 (동교동)",후라이팬
3130000-101-1992-05064,1992.6.10,서울특별시 마포구 망원동 338-79 ,서울특별시 마포구 동교로 39 (망원동),공주닭발(망원점)
3130000-101-1992-05212,1992.4.23,서울특별시 마포구 동교동 152-23 1층 ,"서울특별시 마포구 동교로 222 (동교동,1층)",주식회사 연남족발1987
3130000-101-1992-05215,1992.3.1,서울특별시 마포구 연남동 228-5 ,"서울특별시 마포구 성미산로 186 (연남동, 1층)",연남제비
3130000-101-1992-05264,1992.7.31,서울특별시 마포구 성산동 54-14 ,서울특별시 마포구 월드컵북로 125 (성산동),피노키오치킨
3130000-101-1992-05270,1992.5.26,서울특별시 마포구 성산동 260-114번지 ,"서울특별시 마포구 성미산로1길 67, 114호 (성산동)",만나식당
3130000-101-1992-08484,1992.6.24,서울특별시 마포구 성산동 200-49 ,"서울특별시 마포구 월드컵북로 179, 1층 (성산동)",수빈네 분식점
3130000-101-1992-08485,1992.1.21,서울특별시 마포구 동교동 164-30 ,"서울특별시 마포구 홍익로6길 30, 3, 4층 (동교동)",에로스
3130000-101-1993-00324,1993.10.26,서울특별시 마포구 공덕동 242-15번지 ,"서울특별시 마포구 마포대로12길 57 (공덕동, 1층)",리코
3130000-101-1993-00325,1993.11.5,서울특별시 마포구 공덕동 384-14번지 ,서울특별시 마포구 마포대로7길 15 (공덕동),효성식당
3130000-101-1993-00501,1993.7.31,서울특별시 마포구 도화동 181-52번지 ,서울특별시 마포구 새창로 10 (도화동),전주삼계탕
3130000-101-1993-00687,1993.7.22,서울특별시 마포구 용강동 494-36번지 ,서울특별시 마포구 토정로 257 (용강동),쌍마막회
3130000-101-1993-00691,1993.8.14,서울특별시 마포구 마포동 350-0번지 강변한신 1층동 102호,"서울특별시 마포구 마포대로4다길 18, 1층동 102호 (마포동,강변한신)",산골식당
3130000-101-1993-00694,1993.5.25,서울특별시 마포구 용강동 40-4 ,"서울특별시 마포구 토정로 317 (용강동, 1층)",석양집
3130000-101-1993-00700,1993.11.18,서울특별시 마포구 용강동 43-16번지 ,서울특별시 마포구 토정로 311 (용강동),박달재식당
3130000-101-1993-00704,1993.12.21,서울특별시 마포구 마포동 140 지하1층 일부 ,서울특별시 마포구 마포대로 20 (마포동),(주)현래장
3130000-101-1993-00706,1993.12.29,서울특별시 마포구 용강동 40-2번지 ,서울특별시 마포구 토정로 319 (용강동),(원조)대감집
3130000-101-1993-00787,1993.3.20,서울특별시 마포구 용강동 40-1번지 ,서울특별시 마포구 토정로35길 4-1 (용강동),쭈꾸미숯불구이집
3130000-101-1993-00835,1993.12.11,서울특별시 마포구 대흥동 766-2번지 ,서울특별시 마포구 토정로25길 34 (대흥동),삼용식당
3130000-101-1993-00940,1993.3.3,서울특별시 마포구 염리동 9-118번지 1F동 ,"서울특별시 마포구 대흥로30길 18-1, 1F동 (염리동)",승미곱창
3130000-101-1993-01008,1993.6.2,서울특별시 마포구 신수동 63-14 외 8필지 ,"서울특별시 마포구 백범로 23 (신수동,외 8필지)",(주)거구상사(거구장)
3130000-101-1993-01031,1993.6.18,서울특별시 마포구 노고산동 31-73번지 ,"서울특별시 마포구 고산길 17, 1층 (노고산동)",낭만오지(Oz)
3130000-101-1993-01164,1993.6.1,서울특별시 마포구 신수동 184-14번지 1층 ,"서울특별시 마포구 독막로 224 (신수동,1층)",마포순대국
3130000-101-1993-01549,1993.12.16,서울특별시 마포구 동교동 164-33번지 ,서울특별시 마포구 어울마당로 133 (동교동),훠궈나라 홍대직영점
3130000-101-1993-01550,1993.12.18,서울특별시 마포구 동교동 205-8 ,"서울특별시 마포구 동교로23길 21 (동교동, 1층)",동촌숯불갈비
